"VESSEL ID","RELATIONSHIP TYPE","CURRENT IND","COMPANY ID","COMPANY NAME","START DATE","START QUALIFIER","END DATE","END QUALIFIER","RECORD LAST UPDATED"
280229,"RO","Y",472534,"Jambo Jet Maritime Company","02/09/2017","B","","","20/02/2018"
280229,"RO","",79247,"Istanbul Deniz Otobusleri Sanayi ve Ticaret AS (IDO)","01/01/1997","","01/09/2017","B","20/02/2018"
280229,"TM","Y",483613,"Sea Jets Maritime Company","02/09/2017","","","","20/02/2018"
280229,"TM","",79247,"Istanbul Deniz Otobusleri Sanayi ve Ticaret AS (IDO)","01/01/1997","","01/09/2017","B","20/02/2018"
280229,"BO","Y",483288,"Iliopoulos family group of companies","02/09/2017","B","","","20/02/2018"
280229,"CO","Y",226981,"Seajets HSC Joint Venture","02/09/2017","B","","","20/02/2018"
280229,"BO","",79245,"Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality)","01/01/1997","","01/09/2017","B","20/02/2018"
280229,"CO","",79245,"Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality)","01/01/1997","","01/09/2017","B","20/02/2018"
60503,"BO","",495221,"Kydonia Sea Services Shipping Company","12/07/2016","B","01/08/2017","","21/02/2018"
60503,"CO","",495221,"Kydonia Sea Services Shipping Company","12/07/2016","B","01/08/2017","","21/02/2018"
60503,"TM","Y",480630,"Leventakis Shipping Company","02/08/2017","","","","21/02/2018"
60503,"TM","",495221,"Kydonia Sea Services Shipping Company","12/07/2016","B","01/08/2017","","21/02/2018"
152333,"BO","",4590,"Hsu family group","23/01/1998","","09/03/2009","B","21/02/2018"
212524,"RO","Y",176339,"Indian Breakers","21/02/2018","B","","","22/02/2018"
2020310,"CO","",474005,"Hafnia Tankers ApS","17/02/2015","B","01/02/2018","","20/02/2018"
2020310,"RO","Y",387585,"Yong Sheng Shipping Private Limited","02/02/2018","","","","20/02/2018"
2020310,"RO","",477057,"Hafnia Tankers Shipholding 2 Singapore Private Limited","17/02/2015","B","01/02/2018","","20/02/2018"
2020310,"BO","Y",40949,"Kontiki Shipping Private Limited","02/02/2018","","","","20/02/2018"
2020310,"CO","Y",40949,"Kontiki Shipping Private Limited","02/02/2018","","","","20/02/2018"
2020310,"BO","",440653,"Hafnia Tankers Limited","17/02/2015","B","01/02/2018","","20/02/2018"
46107,"RO","",73136,"Spanker Naftiki Eteria","01/01/1995","","14/02/2018","B","21/02/2018"
46107,"RO","",176367,"Turkish Breakers","15/02/2018","B","19/02/2018","","21/02/2018"
46107,"BO","",68353,"Michael Spanos","01/01/1996","","14/02/2018","B","21/02/2018"
46107,"BO","",73136,"Spanker Naftiki Eteria","01/01/1995","","31/12/1995","","21/02/2018"
46107,"CO","",68353,"Michael Spanos","01/01/1996","","14/02/2018","B","21/02/2018"
46107,"CO","",73136,"Spanker Naftiki Eteria","01/01/1995","","31/12/1995","","21/02/2018"
46107,"BO","",176367,"Turkish Breakers","15/02/2018","B","19/02/2018","","21/02/2018"
46107,"CO","",176367,"Turkish Breakers","15/02/2018","B","19/02/2018","","21/02/2018"
46107,"TM","",68353,"Michael Spanos","01/01/1996","","14/02/2018","B","21/02/2018"
46107,"TM","",73136,"Spanker Naftiki Eteria","01/01/1995","","31/12/1995","","21/02/2018"
46107,"TM","",176367,"Turkish Breakers","15/02/2018","B","19/02/2018","","21/02/2018"
247022,"RO","Y",7559,"Islamic Republic of Iran Shipping Lines Company (IRISL)","19/02/2018","B","","","19/02/2018"
247022,"RO","",471745,"Great Sparkle Investments Limited","07/10/2015","B","18/02/2018","B","19/02/2018"
247022,"TM","Y",303025,"Rahbaran Omid Darya Ship Management Company (ROD)","19/02/2018","B","","","19/02/2018"
247022,"TM","",389564,"Elegant Ship Management & Consultancy Services Private Limited","07/10/2015","B","18/02/2018","B","19/02/2018"
247022,"BO","Y",7559,"Islamic Republic of Iran Shipping Lines Company (IRISL)","19/02/2018","B","","","19/02/2018"
247022,"CO","Y",7559,"Islamic Republic of Iran Shipping Lines Company (IRISL)","19/02/2018","B","","","19/02/2018"
247022,"BO","",7559,"Islamic Republic of Iran Shipping Lines Company (IRISL)","07/10/2015","B","18/02/2018","B","19/02/2018"
247022,"CO","",7559,"Islamic Republic of Iran Shipping Lines Company (IRISL)","07/10/2015","B","18/02/2018","B","19/02/2018"
216356,"RO","Y",50836,"P.T. Dharma Lautan Utama","18/12/2017","B","","","21/02/2018"
177463,"TM","",176339,"Indian Breakers","29/09/2015","B","21/07/2017","T","21/02/2018"
10403240,"BO","Y",500573,"K Ota","01/01/2015","A","","","21/02/2018"
177463,"BO","",176339,"Indian Breakers","29/09/2015","B","21/07/2017","T","21/02/2018"
177463,"CO","",176339,"Indian Breakers","29/09/2015","B","21/07/2017","T","21/02/2018"
10403240,"RO","Y",500573,"K Ota","28/07/2010","B","","","21/02/2018"
151757,"RO","Y",500586,"Jet Tank Shipping Company","05/11/2003","B","","","22/02/2018"
115106,"BO","Y",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","","","22/02/2018"
115106,"CO","Y",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","","","22/02/2018"
115106,"TM","Y",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","","","22/02/2018"
2415985,"TM","Y",192541,"Dongguan Fenghai Ocean Shipping Company Limited","01/11/2008","A","","","22/02/2018"
260030,"RO","Y",476818,"Phatra Leasing Public Company Limited","27/10/2017","B","","","19/02/2018"
260030,"BO","Y",46861,"Nathalin Company Limited","27/10/2017","B","","","19/02/2018"
260030,"CO","Y",46861,"Nathalin Company Limited","27/10/2017","B","","","19/02/2018"
260030,"TM","Y",46861,"Nathalin Company Limited","27/10/2017","B","","","19/02/2018"
12499933,"RO","Y",500517,"LNG Sakura Shipping Corporation","01/02/2018","A","","","19/02/2018"
12499933,"BO","Y",500518,"Kansai Electric Power Company (70%) & Nippon Yusen Kabushiki Kaisha (NYK) (30%)","01/02/2018","A","","","19/02/2018"
12499933,"CO","Y",500518,"Kansai Electric Power Company (70%) & Nippon Yusen Kabushiki Kaisha (NYK) (30%)","01/02/2018","A","","","19/02/2018"
12499933,"TM","Y",500518,"Kansai Electric Power Company (70%) & Nippon Yusen Kabushiki Kaisha (NYK) (30%)","01/02/2018","A","","","19/02/2018"
12246701,"TM","Y",81492,"Anglo-Eastern Shipmanagement (Singapore) Private Limited","06/02/2018","B","","","22/02/2018"
12246708,"TM","Y",81492,"Anglo-Eastern Shipmanagement (Singapore) Private Limited","30/08/2017","B","","","22/02/2018"
240635,"RO","",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","19/02/2018","B","21/02/2018"
240635,"BO","Y",480630,"Leventakis Shipping Company","20/02/2018","B","","","21/02/2018"
240635,"CO","Y",480630,"Leventakis Shipping Company","20/02/2018","B","","","21/02/2018"
240635,"RO","Y",480630,"Leventakis Shipping Company","20/02/2018","B","","","21/02/2018"
240635,"BO","",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","19/02/2018","B","22/02/2018"
240635,"CO","",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","19/02/2018","B","22/02/2018"
4202461,"TM","Y",176444,"Altomare S.A.","13/10/2008","A","","","22/02/2018"
303037,"RO","Y",370843,"P.T. Pertamina Trans Kontinental","29/04/2016","B","","","21/02/2018"
12827980,"RO","Y",255849,"Salsabeel Shipping & Trading","08/11/2017","B","","","20/02/2018"
12827980,"RO","",495726,"Majestic Marine International","25/10/2014","B","07/11/2017","B","20/02/2018"
12827980,"TM","",235849,"KK Marine Consultants Limited","25/10/2014","B","07/11/2017","B","20/02/2018"
12827980,"BO","Y",255856,"L-Shipping Limited","08/11/2017","B","","","20/02/2018"
12827980,"CO","Y",255856,"L-Shipping Limited","08/11/2017","B","","","20/02/2018"
264550,"RO","Y",176354,"Pakistan Breakers","15/02/2018","B","","","20/02/2018"
283173,"BO","",4590,"Hsu family group","27/04/1999","A","31/07/1999","","21/02/2018"
283173,"BO","",4590,"Hsu family group","01/12/1999","","12/08/2009","B","21/02/2018"
44434,"BO","",4590,"Hsu family group","01/01/1989","A","06/03/1992","","21/02/2018"
284601,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","11/06/2004","","28/02/2010","B","22/02/2018"
351149,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","06/06/2005","B","02/02/2017","B","22/02/2018"
127612,"RO","",35661,"United Hi-Tech Electronic Equipment Company Limited","21/12/1992","A","01/09/2010","B","22/02/2018"
127612,"RO","",176364,"Thailand Breakers","02/09/2010","B","01/10/2010","B","22/02/2018"
127612,"BO","",35661,"United Hi-Tech Electronic Equipment Company Limited","21/12/1992","A","01/09/2010","B","22/02/2018"
127612,"CO","",35661,"United Hi-Tech Electronic Equipment Company Limited","21/12/1992","A","01/09/2010","B","22/02/2018"
127612,"BO","",176364,"Thailand Breakers","02/09/2010","B","01/10/2010","B","22/02/2018"
127612,"CO","",176364,"Thailand Breakers","02/09/2010","B","01/10/2010","B","22/02/2018"
236222,"RO","",176339,"Indian Breakers","15/09/2017","B","26/09/2017","","21/02/2018"
236222,"RO","",482364,"Gemini Marine Enterprises Limited","12/12/2015","B","14/09/2017","B","21/02/2018"
236222,"CO","",176339,"Indian Breakers","15/09/2017","B","26/09/2017","","21/02/2018"
236222,"BO","",160689,"Benelux Overseas Incorporated","12/12/2015","B","14/09/2017","B","21/02/2018"
236222,"CO","",160689,"Benelux Overseas Incorporated","12/12/2015","B","14/09/2017","B","21/02/2018"
236222,"TM","",160689,"Benelux Overseas Incorporated","12/12/2015","B","26/09/2017","","21/02/2018"
236222,"BO","",176339,"Indian Breakers","15/09/2017","B","26/09/2017","","21/02/2018"
240635,"TM","Y",480630,"Leventakis Shipping Company","20/02/2018","B","","","21/02/2018"
240635,"TM","",492993,"Messiniaki L Naftiki Eteria","10/10/2016","A","19/02/2018","B","22/02/2018"
324605,"RO","Y",210311,"Farewell Investments Incorporated","13/01/2005","A","","","20/02/2018"
324605,"TP","Y",471025,"AtoBatC Shipping AB","01/05/2017","","","","20/02/2018"
324605,"TP","",973,"Saudi Arabian Oil Company (SAUDI ARAMCO)","20/04/2015","A","30/04/2017","B","20/02/2018"
324605,"BO","Y",5032,"European Navigation Incorporated","13/01/2005","A","","","20/02/2018"
324605,"CO","Y",184726,"European Product Carriers Limited","13/01/2005","A","","","20/02/2018"
9561615,"RO","Y",302498,"Airlea Shipping Incorporated","11/06/2015","B","","","20/02/2018"
9561615,"RO","",468179,"Oceanis ENE","18/07/2011","B","10/06/2015","B","20/02/2018"
9561615,"RO","",302498,"Airlea Shipping Incorporated","14/04/2011","B","17/07/2011","B","20/02/2018"
9561615,"TM","Y",2927,"Chandris (Hellas) Incorporated","14/04/2011","B","","","20/02/2018"
9561615,"BO","Y",28728,"Chandris Hellas Group","11/06/2015","B","","","20/02/2018"
9561615,"CO","Y",2927,"Chandris (Hellas) Incorporated","11/06/2015","B","","","20/02/2018"
9561615,"BO","",28728,"Chandris Hellas Group","18/07/2011","B","10/06/2015","B","20/02/2018"
9561615,"CO","",2927,"Chandris (Hellas) Incorporated","18/07/2011","B","10/06/2015","B","20/02/2018"
9561615,"BO","",28728,"Chandris Hellas Group","14/04/2011","B","17/07/2011","B","20/02/2018"
9561615,"CO","",2927,"Chandris (Hellas) Incorporated","14/04/2011","B","17/07/2011","B","20/02/2018"
303037,"BO","Y",12724,"P.T. Pertamina (Persero)","29/04/2016","B","","","21/02/2018"
303037,"CO","Y",370843,"P.T. Pertamina Trans Kontinental","29/04/2016","B","","","21/02/2018"
291437,"RO","Y",268244,"Stena North Sea Limited","02/01/2018","","","","19/02/2018"
291437,"RO","",225952,"Baltic SF VIII Limited","11/04/2006","","01/01/2018","","19/02/2018"
351149,"CO","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","06/06/2005","B","02/02/2017","B","22/02/2018"
353885,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","15/09/2006","B","22/12/2016","B","22/02/2018"
353885,"CO","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","15/09/2006","B","22/12/2016","B","22/02/2018"
353885,"TM","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","15/09/2006","B","22/12/2016","B","22/02/2018"
362896,"TP","",192984,"EUKOR Car Carriers Incorporated","24/11/2015","B","19/01/2018","B","22/02/2018"
275106,"BO","",4590,"Hsu family group","01/01/1996","A","01/02/1997","","21/02/2018"
11595873,"TM","Y",36400,"Hua Hai Petroleum Transport & Marketing Company Limited","25/03/2013","B","","","22/02/2018"
11643845,"TM","Y",45557,"Chimbusco Pan Nation Shipping Company Limited","26/09/2014","A","","","22/02/2018"
236434,"RO","Y",302525,"Vakif Finansal Kiralama AS (Vakif Leasing)","05/12/2013","B","","","21/02/2018"
12697768,"TM","Y",290807,"SMTECH Ship Management Company Limited","03/02/2018","B","","","21/02/2018"
236434,"RO","",13912,"Mediterranea di Navigazione S.p.A.","12/01/1994","","04/12/2013","B","21/02/2018"
236434,"TP","Y",470704,"Kalkan Denizcilik Petrol Lojistik Turizm Sanayi ve Ticaret Limited Sirketi","05/12/2013","","","","21/02/2018"
236434,"TM","Y",470704,"Kalkan Denizcilik Petrol Lojistik Turizm Sanayi ve Ticaret Limited Sirketi","05/12/2013","B","","","21/02/2018"
236434,"TM","",13912,"Mediterranea di Navigazione S.p.A.","12/10/2013","B","04/12/2013","B","21/02/2018"
236434,"BO","Y",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","05/12/2013","B","","","21/02/2018"
127612,"TM","",35661,"United Hi-Tech Electronic Equipment Company Limited","21/12/1992","A","01/09/2010","B","22/02/2018"
127612,"TM","",176364,"Thailand Breakers","02/09/2010","B","01/10/2010","B","22/02/2018"
6104,"BO","",4590,"Hsu family group","01/01/1989","A","05/11/1990","B","21/02/2018"
12270459,"TM","Y",477963,"Brightoil Shipmanagement Private Limited","22/02/2018","B","","","22/02/2018"
294194,"RO","Y",500529,"Gulf Marine Incorporated","09/02/2018","","","","20/02/2018"
294194,"RO","",291118,"Al Tawba International Navigation Company Limited","02/12/2010","B","08/02/2018","","20/02/2018"
294194,"BO","Y",212646,"Unknown Owners","09/02/2018","","","","20/02/2018"
294194,"CO","Y",212646,"Unknown Owners","09/02/2018","","","","20/02/2018"
294194,"BO","",1563,"Bihar International Company Limited","02/12/2010","B","08/02/2018","","20/02/2018"
294194,"CO","",1563,"Bihar International Company Limited","02/12/2010","B","08/02/2018","","20/02/2018"
303037,"TM","Y",370843,"P.T. Pertamina Trans Kontinental","29/04/2016","B","","","21/02/2018"
411921,"RO","",255357,"Chemstar Cork Limited","15/06/2008","","16/01/2018","","21/02/2018"
411921,"BO","Y",226978,"Besiktas Group of Companies","17/01/2018","","","","21/02/2018"
411921,"CO","Y",210050,"Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.","17/01/2018","","","","21/02/2018"
411921,"BO","",18490,"Yardimci Shipping Group of Companies","15/06/2008","","16/01/2018","","21/02/2018"
411921,"CO","",256188,"Chemstar Tankers Limited","15/06/2008","","16/01/2018","","21/02/2018"
277195,"BO","",4590,"Hsu family group","01/01/2005","A","13/01/2008","","21/02/2018"
25774,"BO","",4590,"Hsu family group","01/01/1989","A","16/10/1992","A","21/02/2018"
611056,"RO","",254247,"Chemstar Wexford Limited","17/05/2008","B","20/01/2018","","21/02/2018"
611056,"BO","Y",226978,"Besiktas Group of Companies","21/01/2018","","","","21/02/2018"
611056,"CO","Y",210050,"Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.","21/01/2018","","","","21/02/2018"
611056,"BO","",18490,"Yardimci Shipping Group of Companies","17/05/2008","B","20/01/2018","","21/02/2018"
611056,"CO","",256188,"Chemstar Tankers Limited","17/05/2008","B","20/01/2018","","21/02/2018"
611056,"RO","Y",500576,"Arsland Nore Limited","21/01/2018","","","","21/02/2018"
26744,"BO","",4590,"Hsu family group","01/01/1989","A","01/01/1993","B","21/02/2018"
31462,"BO","",4590,"Hsu family group","01/01/1989","A","21/09/1992","","21/02/2018"
362772,"CO","",47602,"Seven Seas Carriers A/S","01/04/2008","","05/02/2018","B","21/02/2018"
362772,"TM","Y",500568,"Kontrari AS","06/02/2018","B","","","21/02/2018"
343741,"TM","Y",284188,"Wilmar Ship Holdings Private Limited","01/02/2018","B","","","21/02/2018"
362772,"RO","Y",500567,"LHS 8-Bering Light AS","06/02/2018","B","","","21/02/2018"
362772,"RO","",253525,"S-Bulk KS","01/04/2008","","05/02/2018","B","21/02/2018"
362772,"TM","",74902,"Fleet Management Limited","01/04/2008","","05/02/2018","B","21/02/2018"
362772,"BO","Y",500568,"Kontrari AS","06/02/2018","B","","","21/02/2018"
362772,"CO","Y",500568,"Kontrari AS","06/02/2018","B","","","21/02/2018"
362772,"BO","",47602,"Seven Seas Carriers A/S","01/04/2008","","05/02/2018","B","21/02/2018"
10998190,"TM","Y",4214,"Peter Dohle Schiffahrts-KG","06/12/2017","A","","","21/02/2018"
10998190,"TM","",34098,"BBG Bremer Bereederungsges. mbH & Company KG","05/07/2016","A","05/12/2017","B","21/02/2018"
343741,"RO","Y",500422,"Madelyn Shipping Company Private Limited","01/02/2018","B","","","21/02/2018"
343741,"TM","",30766,"V. Ships (UK) Limited","30/06/2014","B","31/01/2018","B","21/02/2018"
343741,"BO","Y",284188,"Wilmar Ship Holdings Private Limited","01/02/2018","B","","","21/02/2018"
343741,"CO","Y",284188,"Wilmar Ship Holdings Private Limited","01/02/2018","B","","","21/02/2018"
275106,"CO","",15242,"Sincere Navigation Corporation","01/01/1996","A","01/02/1997","","21/02/2018"
275106,"BO","",4590,"Hsu family group","05/01/1998","","10/09/2016","","21/02/2018"
275106,"CO","",15242,"Sincere Navigation Corporation","05/01/1998","","10/09/2016","","21/02/2018"
275106,"TM","",15242,"Sincere Navigation Corporation","01/01/1996","A","01/02/1997","","21/02/2018"
9800158,"RO","Y",486164,"An Tai Shipping Private Limited","12/09/2017","","","","22/02/2018"
9800158,"RO","",176814,"United Tankers Private Limited","10/12/2009","","11/09/2017","B","22/02/2018"
9800158,"TM","Y",11738,"Ocean Tankers (Private) Limited","12/09/2017","B","","","22/02/2018"
9800158,"BO","Y",6966,"Hin Leong Marine International (Private) Limited","12/09/2017","","","","22/02/2018"
9800158,"CO","Y",11738,"Ocean Tankers (Private) Limited","12/09/2017","","","","22/02/2018"
9800158,"BO","",206842,"UM Holding Private Limited","10/12/2009","","11/09/2017","B","22/02/2018"
9800158,"CO","",178362,"United Maritime Private Limited","10/12/2009","","11/09/2017","B","22/02/2018"
9800158,"TM","",178362,"United Maritime Private Limited","10/12/2009","","11/09/2017","B","22/02/2018"
275106,"TM","",15242,"Sincere Navigation Corporation","05/01/1998","","10/09/2016","","21/02/2018"
275107,"BO","",4590,"Hsu family group","01/01/2002","A","23/02/2017","O","21/02/2018"
275107,"CO","",15242,"Sincere Navigation Corporation","01/01/2002","A","23/02/2017","O","21/02/2018"
283174,"BO","",4590,"Hsu family group","01/01/1999","","30/11/1999","","21/02/2018"
283174,"BO","",4590,"Hsu family group","01/12/1999","","05/11/2000","","21/02/2018"
307638,"BO","",4590,"Hsu family group","29/04/2002","","02/09/2013","B","21/02/2018"
307638,"CO","",15242,"Sincere Navigation Corporation","29/04/2002","","02/09/2013","B","21/02/2018"
307639,"BO","Y",4590,"Hsu family group","14/06/2012","B","","","21/02/2018"
307639,"CO","Y",15242,"Sincere Navigation Corporation","14/06/2012","B","","","21/02/2018"
307639,"BO","",4590,"Hsu family group","01/01/2004","A","13/06/2012","B","21/02/2018"
57124,"RO","Y",492993,"Messiniaki L Naftiki Eteria","01/03/2015","B","","","22/02/2018"
57124,"RO","",49096,"Petronavia Shipping Company","04/10/1997","A","31/01/2015","B","22/02/2018"
57124,"RO","",480630,"Leventakis Shipping Company","01/02/2015","B","28/02/2015","B","22/02/2018"
57124,"BO","Y",492993,"Messiniaki L Naftiki Eteria","01/03/2015","B","","","22/02/2018"
57124,"CO","Y",492993,"Messiniaki L Naftiki Eteria","01/03/2015","B","","","22/02/2018"
57124,"BO","",43589,"Andriamar Shipping Incorporated","04/10/1997","A","31/01/2015","B","22/02/2018"
57124,"CO","",43589,"Andriamar Shipping Incorporated","04/10/1997","A","31/01/2015","B","22/02/2018"
57124,"BO","",480630,"Leventakis Shipping Company","01/02/2015","B","28/02/2015","B","22/02/2018"
57124,"CO","",480630,"Leventakis Shipping Company","01/02/2015","B","28/02/2015","B","22/02/2018"
57124,"TM","Y",492993,"Messiniaki L Naftiki Eteria","01/03/2015","B","","","22/02/2018"
57124,"TM","",43589,"Andriamar Shipping Incorporated","04/10/1997","A","31/01/2015","B","22/02/2018"
57124,"TM","",480630,"Leventakis Shipping Company","01/02/2015","B","28/02/2015","B","22/02/2018"
315942,"BO","",4590,"Hsu family group","01/01/2002","","19/04/2004","B","21/02/2018"
310064,"RO","Y",183130,"Chrismos Marine Company Incorporated","01/10/2015","B","","","21/02/2018"
310064,"RO","",243156,"Britanis Special Maritime Enterprise","16/07/2007","B","30/09/2015","B","21/02/2018"
310064,"BO","Y",28728,"Chandris Hellas Group","01/10/2015","B","","","21/02/2018"
310064,"CO","Y",2927,"Chandris (Hellas) Incorporated","01/10/2015","B","","","21/02/2018"
310064,"BO","",28728,"Chandris Hellas Group","16/07/2007","B","30/09/2015","B","21/02/2018"
310064,"CO","",2927,"Chandris (Hellas) Incorporated","16/07/2007","B","30/09/2015","B","21/02/2018"
311015,"BO","",4590,"Hsu family group","01/01/2001","A","04/12/2001","B","21/02/2018"
283174,"BO","",4590,"Hsu family group","06/11/2000","","07/12/2004","","21/02/2018"
304824,"BO","",4590,"Hsu family group","30/12/2000","B","11/07/2012","B","21/02/2018"
309601,"TM","Y",1342,"Grimaldi Euromed S.p.A.","24/01/2018","B","","","20/02/2018"
309601,"TM","",470194,"Compagnia Italiana di Navigazione S.p.A.","26/07/2012","","23/01/2018","B","20/02/2018"
625204,"TM","Y",485585,"DMC Trading Services & Investment Consulting Company Limited","25/11/2016","B","","","21/02/2018"
264777,"TM","Y",472392,"Synergy Oceanic Services India Private Limited","18/09/2015","A","","","21/02/2018"
12585113,"RO","Y",483545,"JS Marine Transportation Company Limited","04/12/2015","B","","","21/02/2018"
12585113,"BO","Y",483545,"JS Marine Transportation Company Limited","04/12/2015","B","","","21/02/2018"
12585113,"CO","Y",483545,"JS Marine Transportation Company Limited","04/12/2015","B","","","21/02/2018"
12585113,"TM","Y",483545,"JS Marine Transportation Company Limited","04/12/2015","B","","","21/02/2018"
291437,"BO","Y",38547,"Stena Group","02/01/2018","","","","19/02/2018"
291437,"CO","Y",15866,"Stena Line AB","02/01/2018","","","","19/02/2018"
291437,"BO","",88407,"AS Tallink Grupp","11/04/2006","","01/01/2018","","19/02/2018"
291437,"CO","",88407,"AS Tallink Grupp","11/04/2006","","01/01/2018","","19/02/2018"
156317,"RO","Y",484804,"Altera Limited","19/01/2016","B","","","19/02/2018"
156317,"BO","Y",212646,"Unknown Owners","19/01/2016","B","","","19/02/2018"
156317,"CO","Y",212646,"Unknown Owners","19/01/2016","B","","","19/02/2018"
212524,"RO","",500228,"Raven Shipping S.A.","20/12/2017","A","20/02/2018","B","22/02/2018"
212524,"BO","Y",176339,"Indian Breakers","21/02/2018","B","","","22/02/2018"
212524,"CO","Y",176339,"Indian Breakers","21/02/2018","B","","","22/02/2018"
264550,"BO","Y",176354,"Pakistan Breakers","15/02/2018","B","","","20/02/2018"
264550,"CO","Y",176354,"Pakistan Breakers","15/02/2018","B","","","20/02/2018"
253514,"RO","Y",229160,"Nakhodka-Portbunker Company Limited","05/11/2013","B","","","21/02/2018"
9057204,"BO","",21885,"Cargill International S.A.","25/09/2014","B","05/02/2018","B","21/02/2018"
9057204,"CO","",469521,"CarVal Investors LLC","25/09/2014","B","05/02/2018","B","21/02/2018"
10403240,"CO","Y",500573,"K Ota","01/01/2015","A","","","21/02/2018"
10403240,"TM","Y",500573,"K Ota","01/01/2015","A","","","21/02/2018"
11814364,"RO","Y",500571,"Tatsumi Unyu","08/03/2013","B","","","21/02/2018"
11814364,"BO","Y",500571,"Tatsumi Unyu","08/03/2013","B","","","21/02/2018"
11814364,"CO","Y",500571,"Tatsumi Unyu","08/03/2013","B","","","21/02/2018"
11814364,"TM","Y",500571,"Tatsumi Unyu","08/03/2013","B","","","21/02/2018"
12249959,"RO","Y",493036,"Aono Kaiun K.K. & Works Net Company Limited","13/05/2014","B","","","21/02/2018"
12249959,"BO","Y",65763,"Aono Kaiun K.K.","01/01/2015","B","","","21/02/2018"
12249959,"CO","Y",65763,"Aono Kaiun K.K.","01/01/2015","B","","","21/02/2018"
12249959,"TM","Y",65763,"Aono Kaiun K.K.","01/01/2015","B","","","21/02/2018"
9635799,"RO","Y",500152,"Olive Maritime Limited","30/01/2018","B","","","20/02/2018"
9635799,"BO","Y",439904,"AIMS Shipping Corporation","30/01/2018","B","","","20/02/2018"
9635799,"CO","Y",439904,"AIMS Shipping Corporation","30/01/2018","B","","","20/02/2018"
253514,"TM","Y",229160,"Nakhodka-Portbunker Company Limited","06/12/2013","B","","","21/02/2018"
253514,"BO","Y",229160,"Nakhodka-Portbunker Company Limited","05/11/2013","B","","","21/02/2018"
253514,"CO","Y",229160,"Nakhodka-Portbunker Company Limited","05/11/2013","B","","","21/02/2018"
12504407,"CO","Y",474815,"Sino Gas & Energy Limited","05/02/2018","A","","","21/02/2018"
12504407,"BO","",168118,"China State Shipbuilding Corporation (CSSC)","01/01/2017","B","04/02/2018","B","21/02/2018"
12504407,"CO","",168118,"China State Shipbuilding Corporation (CSSC)","01/01/2017","B","04/02/2018","B","21/02/2018"
12504407,"TM","Y",474815,"Sino Gas & Energy Limited","05/02/2018","A","","","21/02/2018"
12504407,"TM","",168118,"China State Shipbuilding Corporation (CSSC)","01/01/2017","B","04/02/2018","B","21/02/2018"
12504407,"RO","",168118,"China State Shipbuilding Corporation (CSSC)","01/01/2017","B","04/02/2018","B","21/02/2018"
12504407,"BO","Y",474816,"Sino Gas & Energy Holdings Limited","05/02/2018","A","","","21/02/2018"
12504407,"RO","Y",500558,"Fortune Ceres Holding Company Limited","05/02/2018","A","","","21/02/2018"
11905456,"RO","Y",500560,"China Energy Peace LNG Shipping Company Limited","05/02/2018","A","","","21/02/2018"
11905456,"TP","Y",499561,"Australia Pacific LNG","05/02/2018","A","","","21/02/2018"
11905456,"TM","Y",483664,"China Energy Ship Management Company Limited","05/02/2018","A","","","21/02/2018"
11905456,"BO","Y",488476,"China COSCO Shipping Corporation Limited","05/02/2018","A","","","21/02/2018"
11905456,"CO","Y",484703,"COSCO Shipping Energy Transportation Company (CSET)","05/02/2018","A","","","21/02/2018"
11905449,"TM","Y",483664,"China Energy Ship Management Company Limited","18/07/2017","A","","","21/02/2018"
12721984,"RO","Y",500570,"P Nuangkumma","20/06/2016","B","","","21/02/2018"
12721984,"BO","Y",500570,"P Nuangkumma","20/06/2016","B","","","21/02/2018"
12721984,"CO","Y",500570,"P Nuangkumma","20/06/2016","B","","","21/02/2018"
12721984,"TM","Y",500570,"P Nuangkumma","20/06/2016","B","","","21/02/2018"
12739557,"RO","Y",477312,"PT Mitha Samudera Wijaya","13/08/2016","B","","","21/02/2018"
12607335,"TM","Y",11423,"Dampskibsselskabet Norden A/S","21/02/2018","B","","","21/02/2018"
12739557,"BO","Y",477312,"PT Mitha Samudera Wijaya","13/08/2016","B","","","21/02/2018"
12739557,"CO","Y",477312,"PT Mitha Samudera Wijaya","13/08/2016","B","","","21/02/2018"
